datetime	alt	PRESSURE	AIR_TEMP	RAINFALL	MIXDEPTH	RELHUMID
05/21/10 09:00:00	10	992.1	286.8	0	296.2	90
05/21/10 09:00:00	100	982	286.5	0	294.6	90.4
05/21/10 09:00:00	500	936.6	286.9	0	295.6	78.8
05/21/10 10:00:00	10	991.7	286.6	0	295.5	90
05/21/10 10:00:00	100	981.2	286.3	0	294	90.6
05/21/10 10:00:00	500	936	286.8	0	295.3	77.5
05/21/10 11:00:00	10	991.2	286.3	0	294.8	89.8
05/21/10 11:00:00	100	980.5	286.2	0	293.4	90.5
05/21/10 11:00:00	500	935.4	286.7	0	295.1	74.2
05/21/10 12:00:00	10	990.8	286	0	294.1	89.5
05/21/10 12:00:00	100	979.7	286.1	0	292.8	90.5
05/21/10 12:00:00	500	934.9	286.6	0	294.9	70.9
05/21/10 13:00:00	10	991.6	286.9	0	384.4	86.8
05/21/10 13:00:00	100	980.7	286.5	0	382.5	88
05/21/10 13:00:00	500	935.5	286	0	382	71.4
05/21/10 14:00:00	10	992.6	288.1	0	490.8	83.6
05/21/10 14:00:00	100	981.8	287	0	490	84.9
05/21/10 14:00:00	500	936.2	285.3	0	489	72.5
05/21/10 15:00:00	10	993.6	289.2	0	594.9	80.5
05/21/10 15:00:00	100	983	287.5	0	597.4	81.8
05/21/10 15:00:00	500	937	284.6	0	598.5	73.7
05/21/10 16:00:00	10	993.7	290.1	0	608.8	78.1
05/21/10 16:00:00	100	983.2	288.2	0	612.2	79.6
05/21/10 16:00:00	500	936.7	284.9	0	615.9	72.8
05/21/10 17:00:00	10	993.5	290.9	0	604.5	75.9
05/21/10 17:00:00	100	983.2	288.9	0	608.3	77.6
05/21/10 17:00:00	500	936.3	285.5	0	614.9	71.6
05/21/10 18:00:00	10	993.4	291.7	0	599.9	73.8
05/21/10 18:00:00	100	983.3	289.6	0	604.1	75.6
05/21/10 18:00:00	500	935.9	286	0	613.8	70.4
05/21/10 19:00:00	10	993.7	291.8	0	596.6	73.4
05/21/10 19:00:00	100	984	289.8	0	601	74.7
05/21/10 19:00:00	500	936.6	286.1	0	611.1	69.8
05/21/10 20:00:00	10	994	291.9	0	593.5	73.3
05/21/10 20:00:00	100	984.8	289.9	0	598.1	74.2
05/21/10 20:00:00	500	937.3	286.2	0	608.3	69
05/21/10 21:00:00	10	994.4	291.9	0	590.5	73.2
05/21/10 21:00:00	100	985.7	290	0	595.3	73.6
05/21/10 21:00:00	500	938.1	286.2	0	605.4	68
05/21/10 22:00:00	10	994.2	291.4	0	551.6	73.5
05/21/10 22:00:00	100	985.4	289.6	0	553.5	73.9
05/21/10 22:00:00	500	938.2	286.1	0	558.6	67.9
05/21/10 23:00:00	10	993.9	290.7	0	504.9	73.8
05/21/10 23:00:00	100	985	289.1	0	503.8	74.4
05/21/10 23:00:00	500	938.3	285.9	0	504.1	68.1
05/22/10 00:00:00	10	993.7	290.1	0	457.9	74.2
05/22/10 00:00:00	100	984.7	288.7	0	454.3	74.9
05/22/10 00:00:00	500	938.4	285.8	0	450.9	68.3
05/22/10 01:00:00	10	993.6	289.3	0	450.5	75.6
05/22/10 01:00:00	100	984.5	288	0	446.4	76.2
05/22/10 01:00:00	500	938.1	285.3	0	443	66.8
05/22/10 02:00:00	10	993.6	288.4	0	451	77.4
05/22/10 02:00:00	100	984.3	287.2	0	446.9	77.6
05/22/10 02:00:00	500	937.9	284.7	0	443.8	65
05/22/10 03:00:00	10	993.5	287.5	0	451.6	79.1
05/22/10 03:00:00	100	984.1	286.5	0	447.4	79.1
05/22/10 03:00:00	500	937.7	284.2	0	444.7	63.2
05/22/10 04:00:00	10	993.8	286.9	0	460.2	78.6
05/22/10 04:00:00	100	984.3	286.1	0	455.7	78.7
05/22/10 04:00:00	500	938.3	283.7	0	452.4	64.6
05/22/10 05:00:00	10	994.2	286.3	0	469.1	77.5
05/22/10 05:00:00	100	984.6	285.7	0	464.7	77.9
05/22/10 05:00:00	500	939	283.1	0	462.8	66.6
05/22/10 06:00:00	10	994.6	285.8	0	476.4	76.5
05/22/10 06:00:00	100	984.8	285.4	0	472.7	77.2
05/22/10 06:00:00	500	939.7	282.6	0	474.5	68.7
05/22/10 07:00:00	10	994.3	285.5	0	474.7	76.3
05/22/10 07:00:00	100	984.5	285.2	0	471.2	77.3
05/22/10 07:00:00	500	939.2	282.3	0	472	73.3
05/22/10 08:00:00	10	994	285.3	0	471.4	76.3
05/22/10 08:00:00	100	984	285	0	468	77.6
05/22/10 08:00:00	500	938.6	282.1	0	467.1	78.3
05/22/10 09:00:00	10	993.6	285	0	468.1	76.2
05/22/10 09:00:00	100	983.5	284.8	0	464.7	77.9
05/22/10 09:00:00	500	938	281.8	0	462.1	83.4
05/22/10 10:00:00	10	993.2	284.8	0	442.1	76.5
05/22/10 10:00:00	100	983	284.8	0	438.3	77.9
05/22/10 10:00:00	500	937.8	281.8	0	436.6	85.7
05/22/10 11:00:00	10	992.8	284.5	0	411	76.7
05/22/10 11:00:00	100	982.6	284.8	0	406.7	78
05/22/10 11:00:00	500	937.7	281.9	0	406.6	87.4
05/22/10 12:00:00	10	992.3	284.3	0	379.5	77
05/22/10 12:00:00	100	982.1	284.8	0	374.8	78
05/22/10 12:00:00	500	937.5	281.9	0	376.9	89.1
05/22/10 13:00:00	10	992.7	285.3	0	468.9	76.9
05/22/10 13:00:00	100	982.4	285.3	0	463.6	78.1
05/22/10 13:00:00	500	937.4	282	0	463.5	89.5
05/22/10 14:00:00	10	993.2	286.5	0	581.3	76.7
05/22/10 14:00:00	100	982.8	285.9	0	576.2	78.2
05/22/10 14:00:00	500	937.3	282.2	0	574.8	89.5
05/22/10 15:00:00	10	993.8	287.8	0	692.6	76.6
05/22/10 15:00:00	100	983.2	286.5	0	688.7	78.3
05/22/10 15:00:00	500	937.3	282.4	0	687.5	89.5
05/22/10 16:00:00	10	994	288.9	0	773.7	74.1
05/22/10 16:00:00	100	983.8	287.2	0	770.8	75.7
05/22/10 16:00:00	500	937.7	282.7	0	769.1	88.8
05/22/10 17:00:00	10	994.1	289.9	0	848.4	71.2
05/22/10 17:00:00	100	984.3	288	0	846.7	72.6
05/22/10 17:00:00	500	938.1	283.1	0	845.2	87.9
05/22/10 18:00:00	10	994.3	291	0	922.6	68.4
05/22/10 18:00:00	100	984.8	288.8	0	922.3	69.6
05/22/10 18:00:00	500	938.5	283.5	0	922	86.8
05/22/10 19:00:00	10	994.6	290.9	0	922.6	69.3
05/22/10 19:00:00	100	985.5	288.8	0	923.5	70.4
05/22/10 19:00:00	500	939.1	283.5	0	925.7	86.2
05/22/10 20:00:00	10	994.8	290.6	0	904.9	70.8
05/22/10 20:00:00	100	986.3	288.6	0	907.4	71.9
05/22/10 20:00:00	500	939.7	283.4	0	912.5	85.6
05/22/10 21:00:00	10	995	290.4	0	883.9	72.2
05/22/10 21:00:00	100	987	288.4	0	888.4	73.3
05/22/10 21:00:00	500	940.3	283.2	0	897	85.1
05/22/10 22:00:00	10	994.9	289.9	0	880.7	70.7
05/22/10 22:00:00	100	987	288.2	0	885.3	71.7
05/22/10 22:00:00	500	940.6	283	0	893.1	83.1
05/22/10 23:00:00	10	994.8	289.5	0	880.9	68.6
05/22/10 23:00:00	100	986.9	287.9	0	885.3	69.5
05/22/10 23:00:00	500	940.8	282.8	0	891.7	80.7
05/23/10 00:00:00	10	994.7	289.1	0	881.1	66.5
05/23/10 00:00:00	100	986.8	287.6	0	885.3	67.2
05/23/10 00:00:00	500	941.1	282.6	0	890.2	78.4
05/23/10 01:00:00	10	994.5	288.3	0	840.7	66.9
05/23/10 01:00:00	100	986.6	287	0	841.7	67.6
05/23/10 01:00:00	500	940.6	282.4	0	843.1	77
05/23/10 02:00:00	10	994.4	287.5	0	789.6	67.8
05/23/10 02:00:00	100	986.2	286.3	0	788.9	68.5
05/23/10 02:00:00	500	940.2	282.1	0	787.7	75.7
05/23/10 03:00:00	10	994.3	286.7	0	736.1	68.7
05/23/10 03:00:00	100	985.9	285.5	0	735.9	69.3
05/23/10 03:00:00	500	939.7	281.8	0	733.5	74.3
05/23/10 04:00:00	10	994.3	286	0	671	69.9
05/23/10 04:00:00	100	985.9	285.2	0	670.5	70.9
05/23/10 04:00:00	500	940.2	281.7	0	668.2	77.3
05/23/10 05:00:00	10	994.4	285.4	0	601.3	71.3
05/23/10 05:00:00	100	986	285	0	601.1	72.6
05/23/10 05:00:00	500	940.7	281.7	0	600	81.1
05/23/10 06:00:00	10	994.4	284.8	0	528.4	72.7
05/23/10 06:00:00	100	986.1	284.8	0	529.3	74.3
05/23/10 06:00:00	500	941.2	281.7	0	530.9	84.9
05/23/10 07:00:00	10	994.2	284.4	0	510.2	71.4
05/23/10 07:00:00	100	986	284.4	0	512.5	72.9
05/23/10 07:00:00	500	941	281.4	0	509.1	83.8
05/23/10 08:00:00	10	993.9	283.9	0	503.2	69.4
05/23/10 08:00:00	100	985.9	284	0	507	70.8
05/23/10 08:00:00	500	940.7	281.1	0	497.8	81.6
05/23/10 09:00:00	10	993.6	283.5	0	496.3	67.3
05/23/10 09:00:00	100	985.8	283.7	0	501.6	68.6
05/23/10 09:00:00	500	940.5	280.9	0	486.7	79.3
05/23/10 10:00:00	10	993.4	283.6	0	510.8	68.9
05/23/10 10:00:00	100	986.1	283.8	0	521.7	70.2
05/23/10 10:00:00	500	941.5	280.9	0	517	80.5
05/23/10 11:00:00	10	993.3	283.7	0	529.4	71.2
05/23/10 11:00:00	100	986.3	284	0	546.9	72.4
05/23/10 11:00:00	500	942.6	281	0	555.1	82.5
05/23/10 12:00:00	10	993.2	283.9	0	548.7	73.5
05/23/10 12:00:00	100	986.6	284.2	0	573.3	74.7
05/23/10 12:00:00	500	943.7	281.2	0	595.9	84.5
05/23/10 13:00:00	10	993.7	284.9	0	868.2	72.3
05/23/10 13:00:00	100	986.8	284.7	0	881.5	73.5
05/23/10 13:00:00	500	943.6	281.1	0	894.7	86.4
05/23/10 14:00:00	10	994.2	286	0	1236.4	70.4
05/23/10 14:00:00	100	987.2	285.3	0	1239.7	71.7
05/23/10 14:00:00	500	943.5	281	0	1243.4	88.3
05/23/10 15:00:00	10	994.7	287.1	0	1594	68.6
05/23/10 15:00:00	100	987.5	285.9	0	1591.3	69.9
05/23/10 15:00:00	500	943.4	280.9	0	1588.9	90.2
05/23/10 16:00:00	10	995.4	287.3	0	1682	68.1
05/23/10 16:00:00	100	988.2	286	0	1679.7	69.4
05/23/10 16:00:00	500	944.2	280.9	0	1676.5	89.5
05/23/10 17:00:00	10	996.2	287.4	0	1718.1	67.8
05/23/10 17:00:00	100	989	286.1	0	1717.2	69.2
05/23/10 17:00:00	500	945.1	280.9	0	1714.6	88.3
05/23/10 18:00:00	10	996.9	287.4	0	1755.3	67.4
05/23/10 18:00:00	100	989.8	286.1	0	1756	68.9
05/23/10 18:00:00	500	946	280.9	0	1754.3	87.1
05/23/10 19:00:00	10	997.4	287.7	0	1753.5	63.9
05/23/10 19:00:00	100	990.2	286.3	0	1755.2	65.7
05/23/10 19:00:00	500	946.1	281.2	0	1755.4	83.4
05/23/10 20:00:00	10	997.8	288	0	1743.8	59.8
05/23/10 20:00:00	100	990.5	286.6	0	1746.6	61.8
05/23/10 20:00:00	500	946.1	281.4	0	1749.1	79.3
05/23/10 21:00:00	10	998.3	288.3	0	1733.9	55.7
05/23/10 21:00:00	100	990.9	286.9	0	1738.2	57.9
05/23/10 21:00:00	500	946.2	281.7	0	1743.4	75.1
05/23/10 22:00:00	10	998	288.3	0	1745.9	56.9
05/23/10 22:00:00	100	990.5	286.9	0	1750.5	58.8
05/23/10 22:00:00	500	945.6	281.7	0	1756.2	73.2
05/23/10 23:00:00	10	997.6	288.2	0	1761.9	59.1
05/23/10 23:00:00	100	990.1	286.8	0	1766.1	60.7
05/23/10 23:00:00	500	944.9	281.6	0	1771.6	71.8
05/24/10 00:00:00	10	997.1	288.2	0	1778.3	61.3
05/24/10 00:00:00	100	989.6	286.7	0	1781.9	62.5
05/24/10 00:00:00	500	944.1	281.5	0	1786.5	70.4
05/24/10 01:00:00	10	997.3	287.6	0	1595.6	64.2
05/24/10 01:00:00	100	989.4	286.3	0	1596.7	65.2
05/24/10 01:00:00	500	943.3	281.4	0	1600	73.9
05/24/10 02:00:00	10	997.6	286.8	0	1365.6	67.2
05/24/10 02:00:00	100	989.1	285.7	0	1364.5	68.2
05/24/10 02:00:00	500	942.7	281.2	0	1365.1	78.3
05/24/10 03:00:00	10	997.9	286	0	1127.2	70.2
05/24/10 03:00:00	100	988.8	285.1	0	1124.6	71.2
05/24/10 03:00:00	500	942.1	281	0	1121.3	82.6
05/24/10 04:00:00	10	998	285.5	0	924.3	72.3
05/24/10 04:00:00	100	988.8	284.8	0	921.9	73.1
05/24/10 04:00:00	500	942.1	281.2	0	918.1	81.8
05/24/10 05:00:00	10	998.2	285.1	0	727.5	74.1
05/24/10 05:00:00	100	988.7	284.6	0	725.6	74.8
05/24/10 05:00:00	500	942.1	281.4	0	722.2	79.8
05/24/10 06:00:00	10	998.3	284.6	0	528.2	76
05/24/10 06:00:00	100	988.7	284.4	0	527.4	76.5
05/24/10 06:00:00	500	942	281.6	0	524.5	77.7
05/24/10 07:00:00	10	998	284.3	0	436.4	76.6
05/24/10 07:00:00	100	988.1	284.1	0	435	77.2
05/24/10 07:00:00	500	942	281.8	0	432	75.4
05/24/10 08:00:00	10	997.5	284	0	369.3	76.8
05/24/10 08:00:00	100	987.4	283.8	0	367.8	77.7
05/24/10 08:00:00	500	941.8	282	0	365.2	73.1
05/24/10 09:00:00	10	997	283.7	0	305.7	77
05/24/10 09:00:00	100	986.7	283.5	0	304.7	78.2
05/24/10 09:00:00	500	941.7	282.2	0	303.3	70.9
05/24/10 10:00:00	10	996.7	283.2	0	299.2	76.4
05/24/10 10:00:00	100	986.1	283.2	0	299.1	78.5
05/24/10 10:00:00	500	941.4	282	0	301.7	75.2
05/24/10 11:00:00	10	996.5	282.7	0	301.9	75.8
05/24/10 11:00:00	100	985.6	282.9	0	303.2	79
05/24/10 11:00:00	500	941.3	281.6	0	312	80.9
05/24/10 12:00:00	10	996.2	282.1	0	302.8	75.1
05/24/10 12:00:00	100	985.1	282.6	0	306	79.5
05/24/10 12:00:00	500	941.1	281.2	0	323.1	86.5
05/24/10 13:00:00	10	996.4	283.3	0	395.1	71.6
05/24/10 13:00:00	100	985.1	283.2	0	396.1	76.3
05/24/10 13:00:00	500	940.4	281.3	0	406.4	84.7
05/24/10 14:00:00	10	996.6	284.8	0	504.2	67.7
05/24/10 14:00:00	100	985	284	0	503.9	72.4
05/24/10 14:00:00	500	939.7	281.4	0	507.7	81.3
05/24/10 15:00:00	10	996.8	286.3	0	612.1	63.8
05/24/10 15:00:00	100	985	284.8	0	611.9	68.5
05/24/10 15:00:00	500	939	281.6	0	612.2	77.7
05/24/10 16:00:00	10	997.5	287.8	0	773	61
05/24/10 16:00:00	100	986.2	286	0	774.2	64.9
05/24/10 16:00:00	500	939.7	282.4	0	773.3	73.2
05/24/10 17:00:00	10	998.2	289.3	0	936	58.6
05/24/10 17:00:00	100	987.5	287.3	0	938.2	61.7
05/24/10 17:00:00	500	940.5	283.3	0	941.8	68.5
05/24/10 18:00:00	10	998.9	290.8	0	1089.6	56.3
05/24/10 18:00:00	100	988.8	288.6	0	1092.2	58.7
05/24/10 18:00:00	500	941.3	284.2	0	1106.3	63.9
05/24/10 19:00:00	10	999.2	290.7	0	1014.3	58.9
05/24/10 19:00:00	100	989.8	288.8	0	1019.6	60.9
05/24/10 19:00:00	500	942.5	284.4	0	1035.9	65.4
05/24/10 20:00:00	10	999.4	290.5	0	896.3	62.4
05/24/10 20:00:00	100	990.8	288.8	0	903.6	64.2
05/24/10 20:00:00	500	943.5	284.5	0	920.2	68.1
05/24/10 21:00:00	10	999.5	290.2	0	780.5	65.8
05/24/10 21:00:00	100	991.6	288.9	0	789.2	67.3
05/24/10 21:00:00	500	944.5	284.6	0	805.7	70.9
05/24/10 22:00:00	10	999.3	289.8	0	714.1	67.9
05/24/10 22:00:00	100	991	288.5	0	721	69.3
05/24/10 22:00:00	500	944.2	284.4	0	734	69.4
05/24/10 23:00:00	10	998.9	289.4	0	657.1	69.8
05/24/10 23:00:00	100	990.3	288.1	0	662.1	71
05/24/10 23:00:00	500	943.9	284.2	0	671.4	67.1
05/25/10 00:00:00	10	998.6	289	0	600.8	71.7
05/25/10 00:00:00	100	989.7	287.7	0	604	72.7
05/25/10 00:00:00	500	943.6	284	0	609.9	64.8
05/25/10 01:00:00	10	998.3	288.2	0	535.9	73.7
05/25/10 01:00:00	100	989.3	287.1	0	537.8	74.4
05/25/10 01:00:00	500	942.9	283.7	0	541.7	64.3
05/25/10 02:00:00	10	998	287.3	0	467.3	75.8
05/25/10 02:00:00	100	988.8	286.4	0	468.2	76.2
05/25/10 02:00:00	500	942.2	283.4	0	470.3	64.2
05/25/10 03:00:00	10	997.7	286.4	0	396.8	77.9
05/25/10 03:00:00	100	988.4	285.6	0	397	78
05/25/10 03:00:00	500	941.5	283.1	0	397.3	64.1
05/25/10 04:00:00	10	997.6	285.8	0	365.5	79.9
05/25/10 04:00:00	100	987.9	285.2	0	365	80
05/25/10 04:00:00	500	941	282.8	0	364	63.9
05/25/10 05:00:00	10	997.5	285.3	0	340.7	81.8
05/25/10 05:00:00	100	987.5	284.8	0	340.2	81.9
05/25/10 05:00:00	500	940.6	282.5	0	338.1	63.6
05/25/10 06:00:00	10	997.5	284.7	0	314	83.8
05/25/10 06:00:00	100	987	284.5	0	314.2	83.9
05/25/10 06:00:00	500	940.1	282.2	0	311.4	63.1
05/25/10 07:00:00	10	997.2	284.5	0	313.2	85.1
05/25/10 07:00:00	100	986.8	284.3	0	313	85.8
05/25/10 07:00:00	500	940.1	282.1	0	309.3	68.8
05/25/10 08:00:00	10	996.9	284.3	0	317.4	86.1
05/25/10 08:00:00	100	986.5	284.1	0	316.8	87.7
05/25/10 08:00:00	500	939.9	282.1	0	312.2	75.4
05/25/10 09:00:00	10	996.5	284.1	0	321.5	87.2
05/25/10 09:00:00	100	986.1	283.9	0	320.6	89.6
05/25/10 09:00:00	500	939.7	282.1	0	315.2	82
05/25/10 10:00:00	10	996.4	283.9	0	318.9	86.8
05/25/10 10:00:00	100	985.6	283.8	0	319	89.6
05/25/10 10:00:00	500	938.9	282	0	316.3	84.3
05/25/10 11:00:00	10	996.2	283.7	0	315.2	86.1
05/25/10 11:00:00	100	985.1	283.7	0	316.4	89.1
05/25/10 11:00:00	500	938.3	281.8	0	317	86.1
05/25/10 12:00:00	10	996.1	283.5	0	311.6	85.3
05/25/10 12:00:00	100	984.6	283.6	0	314	88.7
05/25/10 12:00:00	500	937.6	281.7	0	317.8	88
05/25/10 13:00:00	10	996.4	284.5	0	402.2	83
05/25/10 13:00:00	100	985	284.2	0	402.6	86.4
05/25/10 13:00:00	500	938.1	281.7	0	403.1	88.8
05/25/10 14:00:00	10	996.7	285.7	0	508.8	80.4
05/25/10 14:00:00	100	985.4	284.9	0	508.1	83.8
05/25/10 14:00:00	500	938.6	281.8	0	506.9	89.3
05/25/10 15:00:00	10	996.9	286.9	0	612.8	77.9
05/25/10 15:00:00	100	985.9	285.7	0	612.6	81.2
05/25/10 15:00:00	500	939.2	281.9	0	612.2	89.6
05/25/10 16:00:00	10	997.2	288.2	0	706.2	74.7
05/25/10 16:00:00	100	986.5	286.7	0	707	78.1
05/25/10 16:00:00	500	939.7	282.4	0	709	89.9
05/25/10 17:00:00	10	997.4	289.4	0	795.2	71.6
05/25/10 17:00:00	100	987.1	287.7	0	797.3	75
05/25/10 17:00:00	500	940.2	283	0	802.8	90.2
05/25/10 18:00:00	10	997.7	290.6	0	881.7	68.5
05/25/10 18:00:00	100	987.8	288.8	0	885.1	71.9
05/25/10 18:00:00	500	940.7	283.6	0	895.4	90.4
05/25/10 19:00:00	10	997.6	291	0	884.6	67.5
05/25/10 19:00:00	100	988.1	289.1	0	888.4	70.3
05/25/10 19:00:00	500	941.1	284	0	901.4	84
05/25/10 20:00:00	10	997.5	291.2	0	869.7	66.8
05/25/10 20:00:00	100	988.3	289.3	0	873.4	69.1
05/25/10 20:00:00	500	941.4	284.4	0	888.6	76.6
05/25/10 21:00:00	10	997.5	291.4	0	853.3	66.1
05/25/10 21:00:00	100	988.5	289.5	0	856.7	68
05/25/10 21:00:00	500	941.7	284.8	0	873.9	69.3
05/25/10 22:00:00	10	997.5	290.9	0	780.7	66.9
05/25/10 22:00:00	100	988.5	289.2	0	783.7	68.7
05/25/10 22:00:00	500	942	284.8	0	795.8	69.6
05/25/10 23:00:00	10	997.7	290.3	0	695.5	68
05/25/10 23:00:00	100	988.5	288.8	0	698	69.8
05/25/10 23:00:00	500	942.4	284.7	0	705.2	71.5
05/26/10 00:00:00	10	997.8	289.7	0	609.7	69.1
05/26/10 00:00:00	100	988.6	288.3	0	611.6	71
05/26/10 00:00:00	500	942.8	284.6	0	615	73.4
05/26/10 01:00:00	10	997.6	288.9	0	536.7	71.9
05/26/10 01:00:00	100	988	287.8	0	538.2	73.3
05/26/10 01:00:00	500	941.8	284.7	0	541.4	67.9
05/26/10 02:00:00	10	997.3	288.1	0	465	75.2
05/26/10 02:00:00	100	987.4	287.2	0	466.1	75.7
05/26/10 02:00:00	500	940.7	284.8	0	468.7	61.3
05/26/10 03:00:00	10	997	287.3	0	392	78.5
05/26/10 03:00:00	100	986.7	286.6	0	392.6	78.1
05/26/10 03:00:00	500	939.6	284.8	0	394.1	54.9
05/26/10 04:00:00	10	997	286.7	0	359.4	81.2
05/26/10 04:00:00	100	986.5	286.1	0	359.3	81.1
05/26/10 04:00:00	500	939.8	284.9	0	359.6	54.8
05/26/10 05:00:00	10	997.2	286.1	0	333.5	83.7
05/26/10 05:00:00	100	986.5	285.6	0	333.2	84.3
05/26/10 05:00:00	500	940.2	284.9	0	334	55.8
05/26/10 06:00:00	10	997.3	285.4	0	306	86.2
05/26/10 06:00:00	100	986.4	285.2	0	306	87.5
05/26/10 06:00:00	500	940.5	284.9	0	308.7	56.9
05/26/10 07:00:00	10	996.7	285.2	0	301	87.5
05/26/10 07:00:00	100	985.9	285	0	301.6	88.9
05/26/10 07:00:00	500	940.1	284.6	0	305.2	62.3
05/26/10 08:00:00	10	996	285	0	300.5	88.4
05/26/10 08:00:00	100	985.2	284.9	0	301.7	89.9
05/26/10 08:00:00	500	939.5	284.2	0	305.9	68.5
05/26/10 09:00:00	10	995.3	284.8	0	300.1	89.5
05/26/10 09:00:00	100	984.5	284.7	0	301.8	90.9
05/26/10 09:00:00	500	938.9	283.7	0	306.7	74.8
05/26/10 10:00:00	10	994.9	284.7	0	299.7	89.5
05/26/10 10:00:00	100	984.1	284.7	0	301.2	91.6
05/26/10 10:00:00	500	938.5	283.6	0	305.8	78.4
05/26/10 11:00:00	10	994.5	284.5	0	299.4	89.4
05/26/10 11:00:00	100	983.6	284.6	0	300.6	92.2
05/26/10 11:00:00	500	938.1	283.5	0	304.9	81.6
05/26/10 12:00:00	10	994.2	284.4	0	299.1	89.3
05/26/10 12:00:00	100	983.2	284.6	0	299.9	92.9
05/26/10 12:00:00	500	937.8	283.4	0	303.9	84.8
05/26/10 13:00:00	10	994.7	285.5	0	391.1	84.8
05/26/10 13:00:00	100	983.6	285.3	0	391.2	88.3
05/26/10 13:00:00	500	937.9	283.4	0	393.4	81
05/26/10 14:00:00	10	995.4	286.9	0	501.3	79.4
05/26/10 14:00:00	100	984.2	286.1	0	501.2	82.7
05/26/10 14:00:00	500	938.2	283.5	0	502	76
05/26/10 15:00:00	10	996.1	288.3	0	611.6	74.1
05/26/10 15:00:00	100	984.7	286.9	0	611.5	77.1
05/26/10 15:00:00	500	938.5	283.6	0	611.6	71.1
05/26/10 16:00:00	10	996.2	289.4	0	700.3	70.2
05/26/10 16:00:00	100	985.3	287.9	0	701.8	72.8
05/26/10 16:00:00	500	938.7	284.2	0	703.2	69.4
05/26/10 17:00:00	10	996.2	290.5	0	780	66.7
05/26/10 17:00:00	100	985.7	288.8	0	783.8	68.9
05/26/10 17:00:00	500	938.8	284.9	0	791.4	68.3
05/26/10 18:00:00	10	996.2	291.5	0	854.6	63.3
05/26/10 18:00:00	100	986.1	289.7	0	861.1	65.1
05/26/10 18:00:00	500	938.9	285.7	0	880	67.1
05/26/10 19:00:00	10	996.3	292	0	864.2	62.7
05/26/10 19:00:00	100	986.5	290.1	0	869.9	64
05/26/10 19:00:00	500	939.2	286.1	0	888.5	64.9
05/26/10 20:00:00	10	996.6	292.3	0	861	62.5
05/26/10 20:00:00	100	987	290.4	0	865.2	63.4
05/26/10 20:00:00	500	939.5	286.5	0	881.6	62.5
05/26/10 21:00:00	10	996.8	292.6	0	857.7	62.4
05/26/10 21:00:00	100	987.4	290.8	0	860.6	62.8
05/26/10 21:00:00	500	939.9	286.9	0	874.8	60.1
05/26/10 22:00:00	10	996.5	292.2	0	721.7	62.8
05/26/10 22:00:00	100	987.1	290.5	0	723.4	63.2
05/26/10 22:00:00	500	939.9	287.1	0	733.4	59.8
05/26/10 23:00:00	10	996.1	291.6	0	558.1	63.5
05/26/10 23:00:00	100	986.7	290.1	0	559	63.8
05/26/10 23:00:00	500	939.8	287.3	0	565	59.9
05/27/10 00:00:00	10	995.7	291	0	394.1	64.1
05/27/10 00:00:00	100	986.2	289.7	0	394.4	64.4
05/27/10 00:00:00	500	939.7	287.5	0	397.1	60
05/27/10 01:00:00	10	995.6	290.3	0	345.7	69.5
05/27/10 01:00:00	100	985.9	289.1	0	346.1	69.3
05/27/10 01:00:00	500	939.4	287.4	0	347.8	60.4
05/27/10 02:00:00	10	995.5	289.5	0	319.8	75.8
05/27/10 02:00:00	100	985.7	288.5	0	320.4	75.1
05/27/10 02:00:00	500	939.2	287.2	0	321.7	60.7
05/27/10 03:00:00	10	995.5	288.7	0	293	82.2
05/27/10 03:00:00	100	985.5	287.9	0	294.1	81
05/27/10 03:00:00	500	939	287.1	0	295.1	61
05/27/10 04:00:00	10	995.7	288.1	0	288.9	84.9
05/27/10 04:00:00	100	985.5	287.4	0	289.8	83.4
05/27/10 04:00:00	500	939.4	286.7	0	290.1	60.4
05/27/10 05:00:00	10	995.9	287.5	0	289.3	86.9
05/27/10 05:00:00	100	985.4	286.9	0	290	85.3
05/27/10 05:00:00	500	939.9	286.4	0	289.5	59.5
05/27/10 06:00:00	10	996.2	286.9	0	289.8	88.9
05/27/10 06:00:00	100	985.4	286.5	0	290.2	87.2
05/27/10 06:00:00	500	940.3	286	0	288.9	58.6
05/27/10 07:00:00	10	995.9	286.6	0	292.4	89.4
05/27/10 07:00:00	100	985	286.3	0	293.3	88
05/27/10 07:00:00	500	940.1	285.8	0	294	63.6
05/27/10 08:00:00	10	995.5	286.4	0	294.8	89.5
05/27/10 08:00:00	100	984.5	286.2	0	296.8	88.5
05/27/10 08:00:00	500	939.7	285.6	0	300.8	69.9
05/27/10 09:00:00	10	995	286.2	0	296.4	89.6
05/27/10 09:00:00	100	984.1	286	0	300.1	89.1
05/27/10 09:00:00	500	939.4	285.4	0	308.4	76.2
05/27/10 10:00:00	10	994.9	286.1	0	296.5	87.9
05/27/10 10:00:00	100	983.9	286	0	299.6	88.5
05/27/10 10:00:00	500	939.2	285.4	0	307.1	77.6
05/27/10 11:00:00	10	994.8	286	0	296.3	85.9
05/27/10 11:00:00	100	983.7	286	0	298.6	87.6
05/27/10 11:00:00	500	939.1	285.4	0	304.5	77.9
05/27/10 12:00:00	10	994.7	285.8	0	296.1	83.8
05/27/10 12:00:00	100	983.5	286	0	297.5	86.7
05/27/10 12:00:00	500	938.9	285.4	0	301.9	78.3
05/27/10 13:00:00	10	995	287	0	440.7	81.3
